Province,Year,Month,MonthNum,Cases,Deaths
Svay Rieng,2021,Jan,1,3,0
Svay Rieng,2021,Feb,2,2,0
Svay Rieng,2021,Mar,3,2,0
Svay Rieng,2021,Apr,4,1,0
Svay Rieng,2021,May,5,7,0
Svay Rieng,2021,Jun,6,3,0
Svay Rieng,2021,Jul,7,1,0
Svay Rieng,2021,Aug,8,4,0
Svay Rieng,2021,Sep,9,4,0
Svay Rieng,2021,Oct,10,2,0
Svay Rieng,2021,Nov,11,2,0
Svay Rieng,2021,Dec,12,2,0
Svay Rieng,2022,Jan,1,3,0
Svay Rieng,2022,Feb,2,6,0
Svay Rieng,2022,Mar,3,3,0
Svay Rieng,2022,May,5,9,0
Svay Rieng,2022,Jun,6,16,0
Svay Rieng,2022,Jul,7,15,0
Svay Rieng,2022,Aug,8,28,0
Svay Rieng,2022,Sep,9,22,0
Svay Rieng,2022,Oct,10,34,0
Svay Rieng,2022,Nov,11,22,0
Svay Rieng,2022,Dec,12,16,0
Svay Rieng,2023,Jan,1,6,0
Svay Rieng,2023,Feb,2,8,0
Svay Rieng,2023,Mar,3,8,0
Svay Rieng,2023,Apr,4,17,0
Svay Rieng,2023,May,5,21,0
Svay Rieng,2023,Jun,6,34,0
Svay Rieng,2023,Jul,7,59,0
Svay Rieng,2023,Aug,8,52,0
Svay Rieng,2023,Sep,9,44,0
Svay Rieng,2023,Oct,10,46,0
Svay Rieng,2023,Nov,11,47,0
Svay Rieng,2023,Dec,12,49,1
Svay Rieng,2024,Jan,1,33,0
Svay Rieng,2024,Feb,2,40,0
Svay Rieng,2024,Mar,3,17,0
Svay Rieng,2024,Apr,4,10,0
Svay Rieng,2024,May,5,7,0
Svay Rieng,2024,Jun,6,15,0
Svay Rieng,2024,Jul,7,70,0
Svay Rieng,2024,Aug,8,69,0
Svay Rieng,2024,Sep,9,59,1
Svay Rieng,2024,Oct,10,25,0
Svay Rieng,2025,Jan,1,9,0
Svay Rieng,2025,Feb,2,1,0
Svay Rieng,2025,Mar,3,9,0
Svay Rieng,2025,Apr,4,5,0
Svay Rieng,2025,May,5,34,0
Svay Rieng,2025,Jun,6,85,0
Svay Rieng,2025,Jul,7,169,0
Svay Rieng,2025,Aug,8,132,0
Svay Rieng,2025,Sep,9,135,0
Svay Rieng,2025,Oct,10,165,0
Svay Rieng,2025,Nov,11,139,1
Svay Rieng,2025,Dec,12,61,1
Svay Rieng,2026,Jan,1,64,0
Svay Rieng,2026,Feb,2,34,0
Svay Rieng,2026,Mar,3,26,0
Svay Rieng,2026,Apr,4,47,0
Svay Rieng,2026,May,5,30,0
Svay Rieng,2026,Jun,6,47,0
Svay Rieng,2026,Jul,7,140,0
Takeo,2018,Jan,1,6,0
Takeo,2018,Feb,2,10,0
Takeo,2018,Mar,3,5,0
Takeo,2018,Apr,4,8,0
Takeo,2018,May,5,14,0
Takeo,2018,Jun,6,30,0
Takeo,2018,Jul,7,77,0
Takeo,2018,Aug,8,67,0
Takeo,2018,Sep,9,62,0
Takeo,2018,Oct,10,63,0
Takeo,2018,Nov,11,49,0
Takeo,2018,Dec,12,41,0
Takeo,2019,Jan,1,31,0
Takeo,2019,Feb,2,10,0
Takeo,2019,Mar,3,18,0
Takeo,2019,Apr,4,25,0
Takeo,2019,May,5,56,0
Takeo,2019,Jun,6,136,0
Takeo,2019,Jul,7,370,0
Takeo,2019,Aug,8,164,0
Takeo,2019,Sep,9,64,0
Takeo,2019,Oct,10,81,0
Takeo,2019,Nov,11,49,0
Takeo,2019,Dec,12,12,0
Takeo,2020,Jan,1,33,0
Takeo,2020,Feb,2,10,0
Takeo,2020,Mar,3,20,0
Takeo,2020,Apr,4,8,0
Takeo,2020,May,5,26,0
Takeo,2020,Jun,6,14,0
Takeo,2020,Jul,7,36,0
Takeo,2020,Aug,8,50,0
Takeo,2020,Sep,9,56,0
Takeo,2020,Oct,10,23,0
Takeo,2020,Nov,11,10,0
Takeo,2020,Dec,12,21,1
Takeo,2021,Jan,1,8,0
Takeo,2021,Feb,2,8,0
Takeo,2021,Mar,3,8,0
Takeo,2021,Apr,4,9,0
Takeo,2021,May,5,5,0
Takeo,2021,Jun,6,7,0
Takeo,2021,Jul,7,12,1
Takeo,2021,Aug,8,10,0
Takeo,2021,Sep,9,17,0
Takeo,2021,Oct,10,14,0
Takeo,2021,Nov,11,14,1
Takeo,2021,Dec,12,10,0
Takeo,2022,Jan,1,9,0
Takeo,2022,Feb,2,1,0
Takeo,2022,Mar,3,4,0
Takeo,2022,Apr,4,6,0
Takeo,2022,May,5,28,0
Takeo,2022,Jun,6,67,0
Takeo,2022,Jul,7,69,1
Takeo,2022,Aug,8,53,0
Takeo,2022,Sep,9,60,0
Takeo,2022,Oct,10,63,0
Takeo,2022,Nov,11,67,0
Takeo,2022,Dec,12,27,0
Takeo,2023,Jan,1,24,1
Takeo,2023,Feb,2,21,0
Takeo,2023,Mar,3,21,0
Takeo,2023,Apr,4,33,0
Takeo,2023,May,5,86,0
Takeo,2023,Jun,6,130,1
Takeo,2023,Jul,7,158,0
Takeo,2023,Aug,8,163,0
Takeo,2023,Sep,9,117,0
Takeo,2023,Oct,10,74,0
Takeo,2023,Nov,11,108,0
Takeo,2023,Dec,12,59,0
Takeo,2024,Jan,1,44,0
Takeo,2024,Feb,2,17,0
Takeo,2024,Mar,3,20,0
Takeo,2024,Apr,4,15,0
Takeo,2024,May,5,17,0
Takeo,2024,Jun,6,10,0
Takeo,2024,Jul,7,32,0
Takeo,2024,Aug,8,45,0
Takeo,2024,Sep,9,22,0
Takeo,2024,Oct,10,33,0
Takeo,2024,Nov,11,1,0
Takeo,2025,Jan,1,15,0
Takeo,2025,Feb,2,12,0
Takeo,2025,Mar,3,21,0
Takeo,2025,Apr,4,34,0
Takeo,2025,May,5,83,0
Takeo,2025,Jun,6,207,0
Takeo,2025,Jul,7,523,1
Takeo,2025,Aug,8,482,0
Takeo,2025,Sep,9,379,0
Takeo,2025,Oct,10,330,0
Takeo,2025,Nov,11,316,2
Takeo,2025,Dec,12,139,0
Takeo,2026,Jan,1,176,1
Takeo,2026,Feb,2,109,0
Takeo,2026,Mar,3,107,0
Takeo,2026,Apr,4,98,0
Takeo,2026,May,5,108,0
Takeo,2026,Jun,6,239,1
Takeo,2026,Jul,7,411,0
Tboung Khmum,2018,Jan,1,9,0
Tboung Khmum,2018,Feb,2,7,0
Tboung Khmum,2018,Mar,3,7,0
Tboung Khmum,2018,Apr,4,17,0
Tboung Khmum,2018,May,5,29,0
Tboung Khmum,2018,Jun,6,59,0
Tboung Khmum,2018,Jul,7,55,0
Tboung Khmum,2018,Aug,8,63,0
Tboung Khmum,2018,Sep,9,43,0
Tboung Khmum,2018,Oct,10,28,0
Tboung Khmum,2018,Nov,11,45,0
Tboung Khmum,2018,Dec,12,43,0
Tboung Khmum,2019,Jan,1,42,0
Tboung Khmum,2019,Feb,2,32,0
Tboung Khmum,2019,Mar,3,30,1
Tboung Khmum,2019,Apr,4,69,1
Tboung Khmum,2019,May,5,115,0
Tboung Khmum,2019,Jun,6,225,4
Tboung Khmum,2019,Jul,7,1017,1
Tboung Khmum,2019,Aug,8,475,2
Tboung Khmum,2019,Sep,9,238,1
Tboung Khmum,2019,Oct,10,125,0
Tboung Khmum,2019,Nov,11,59,0
Tboung Khmum,2019,Dec,12,40,0
Tboung Khmum,2020,Jan,1,30,0
Tboung Khmum,2020,Feb,2,17,0
Tboung Khmum,2020,Mar,3,13,0
Tboung Khmum,2020,Apr,4,21,0
Tboung Khmum,2020,May,5,20,0
Tboung Khmum,2020,Jun,6,102,0
Tboung Khmum,2020,Jul,7,186,1
Tboung Khmum,2020,Aug,8,133,1
Tboung Khmum,2020,Sep,9,102,1
Tboung Khmum,2020,Oct,10,69,0
Tboung Khmum,2020,Nov,11,48,0
Tboung Khmum,2020,Dec,12,22,0
Tboung Khmum,2021,Jan,1,5,0
Tboung Khmum,2021,Feb,2,4,0
Tboung Khmum,2021,Mar,3,3,0
Tboung Khmum,2021,Apr,4,3,0
Tboung Khmum,2021,May,5,3,0
Tboung Khmum,2021,Jun,6,17,0
Tboung Khmum,2021,Jul,7,7,0
Tboung Khmum,2021,Aug,8,3,0
Tboung Khmum,2021,Sep,9,2,0
Tboung Khmum,2021,Oct,10,2,0
Tboung Khmum,2021,Nov,11,2,0
Tboung Khmum,2021,Dec,12,4,0
Tboung Khmum,2022,Jan,1,8,0
Tboung Khmum,2022,Feb,2,2,0
Tboung Khmum,2022,Mar,3,1,0
Tboung Khmum,2022,Apr,4,3,0
Tboung Khmum,2022,May,5,50,1
Tboung Khmum,2022,Jun,6,122,1
Tboung Khmum,2022,Jul,7,69,0
Tboung Khmum,2022,Aug,8,51,0
Tboung Khmum,2022,Sep,9,30,0
Tboung Khmum,2022,Oct,10,31,0
Tboung Khmum,2022,Nov,11,27,0
Tboung Khmum,2022,Dec,12,20,0
Tboung Khmum,2023,Jan,1,4,0
Tboung Khmum,2023,Feb,2,14,0
Tboung Khmum,2023,Mar,3,18,1
Tboung Khmum,2023,Apr,4,36,0
Tboung Khmum,2023,May,5,111,0
Tboung Khmum,2023,Jun,6,206,1
Tboung Khmum,2023,Jul,7,319,1
Tboung Khmum,2023,Aug,8,341,2
Tboung Khmum,2023,Sep,9,145,0
Tboung Khmum,2023,Oct,10,106,0
Tboung Khmum,2023,Nov,11,77,0
Tboung Khmum,2023,Dec,12,57,0
Tboung Khmum,2024,Jan,1,51,0
Tboung Khmum,2024,Feb,2,55,0
Tboung Khmum,2024,Mar,3,45,0
Tboung Khmum,2024,Apr,4,30,0
Tboung Khmum,2024,May,5,32,1
Tboung Khmum,2024,Jun,6,69,0
Tboung Khmum,2024,Jul,7,257,1
Tboung Khmum,2024,Aug,8,485,1
Tboung Khmum,2024,Sep,9,224,0
Tboung Khmum,2024,Oct,10,162,2
Tboung Khmum,2024,Nov,11,2,0
Tboung Khmum,2025,Jan,1,96,0
Tboung Khmum,2025,Feb,2,43,0
Tboung Khmum,2025,Mar,3,75,0
Tboung Khmum,2025,Apr,4,149,1
Tboung Khmum,2025,May,5,443,1
Tboung Khmum,2025,Jun,6,1061,2
Tboung Khmum,2025,Jul,7,1225,1
Tboung Khmum,2025,Aug,8,509,0
Tboung Khmum,2025,Sep,9,337,0
Tboung Khmum,2025,Oct,10,297,0
Tboung Khmum,2025,Nov,11,222,1
Tboung Khmum,2025,Dec,12,85,0
Tboung Khmum,2026,Jan,1,57,0
Tboung Khmum,2026,Feb,2,33,0
Tboung Khmum,2026,Mar,3,32,0
Tboung Khmum,2026,Apr,4,55,1
Tboung Khmum,2026,May,5,179,0
Tboung Khmum,2026,Jun,6,503,0
Tboung Khmum,2026,Jul,7,881,0
